Date,Invoice No,Item,Qty,Rate,Amount,Customer,Payment Method,Depot,Balance Owing
20-May-2026,INV2068,16mm Iron Rod (length),32,14500,464000,Kola & Sons,POS,Ojo Branch,0
06/07/2026,INV4117,Nails 3in (kg),16,1800,28800,Kola & Sons,Transfer,Ikorodu Branch,9591
25/07/2026,INV3158,16mm Iron Rod (length),12,14500,174000,Eng. Okafor,POS,Ikorodu Branch,103942
02-Jul-2026,INV8850,Binding Wire (roll),6,12000,72000,Site 12 Rehab,transfer,Ojo Branch,0
10/06/2026,INV7958,Aluminium Roofing (m2),20,6800,136000,Chief Nwosu,part payment,Main Yard,0
11/05/2026,INV7907,Blocks 6in (piece),268,380,101840,Site 4 Contractors,Transfer,Ikorodu Branch,0
27/07/2026,INV3787,Blocks 6in (piece),443,380,168340,Eng. Okafor,pos,Main Yard,47563
08/05/2026,INV3577,Blocks 9in (piece),531,450,238950,Walk-in,cash,Main Yard,0
14-May-2026,INV2184, BLOCKS 9IN (PIECE) ,433,450,194850,Walk-in,Part Payment,Main Yard,0
24/07/2026,INV2462,Nails 3in (kg),14,1800,25200,Kola & Sons,pos,Main Yard,7977
2026-07-02,INV1169,Binding Wire (roll),9,11026,99234,Chief Nwosu,transfer,Main Yard,57080
17/07/2026,INV2465, NAILS 3IN (KG) ,9,1800,16200,Mrs Adebayo,Credit,Main Yard,0
05/06/2026,INV9130,Nails 3in (kg),13,1800,23400,Grace Ventures,transfer,Ojo Branch,0
25/07/2026,INV3483,PVC Pipe 4in (length),36,3876,139536,Site 12 Rehab,pos,Ojo Branch,0
26-Jun-2026,INV3918,Stepping Tiles (carton),42,7500,315000,Mrs Adebayo,credit,Ikorodu Branch,0
17/07/2026,INV9621,12mm Iron Rod (length),33,8500,280500,Kola & Sons,transfer,Ikorodu Branch,0
16/05/2026,INV1154,Binding Wire (roll),3,12000,36000,Alhaji Bello,credit,Main Yard,0
2026-05-16,INV4598,Sharp Sand (trip),2,85000,170000,Eng. Okafor,part payment,Main Yard,0
03/07/2026,INV7952,Sharp Sand (trip),3,81016,243048,Grace Ventures,part payment,Ikorodu Branch,0
27/06/2026,INV9768,10mm Iron Rod (length),79,5518,435922,Chief Nwosu,Part Payment,Ikorodu Branch,190600
11/07/2026,INV2094,BUA Cement (bag),190,8493,1613670,Eng. Okafor,part payment,Ojo Branch,0
06/06/2026,INV9614,Stepping Tiles (carton),18,7500,135000,Zenith Builders,part payment,Main Yard,48369
25-Jun-2026,INV1010, BINDING WIRE (ROLL) ,5,12000,60000,Site 12 Rehab,Transfer,Main Yard,0
12/05/2026,INV8293,Blocks 9in (piece),238,450,107100,Eng. Okafor,Cash,Main Yard,51028
12/06/2026,INV7836,10mm Iron Rod (length),72,5847,420984,Chief Nwosu,pos,Ojo Branch,0
26-Jun-2026,INV9087,Blocks 9in (piece),796,N419,333524,Site 12 Rehab,part payment,Ikorodu Branch,93928
18/06/2026,INV3261,Binding Wire (roll),1,12000,12000,Eng. Okafor,Transfer,Ojo Branch,0
29/05/2026,INV6352,16mm Iron Rod (length),60,12822,769320,Zenith Builders,credit,Ojo Branch,0
02/07/2026,INV1988,12mm Iron Rod (length),19,8500,161500,Eng. Okafor,cash,Main Yard,0
21-May-2026,INV1330,Nails 3in (kg),14,"N1,800",25200,Chief Nwosu,pos,Ikorodu Branch,0
22/06/2026,INV1471,16mm Iron Rod (length),52,13673,710996,Kola & Sons,Credit,Ojo Branch,0
06/05/2026,INV7579,Blocks 9in (piece),342,N450,153900,Mrs Adebayo,credit,Main Yard,46224
30-May-2026,INV6998,PVC Pipe 4in (length),28,4200,117600,Zenith Builders,Part Payment,Ojo Branch,0
06/05/2026,INV2613,Blocks 6in (piece),349,380,132620,Grace Ventures,cash,Main Yard,0
15/06/2026,INV3548,12mm Iron Rod (length),16,8500,136000,Walk-in,credit,Main Yard,0
21/05/2026,INV9507,Binding Wire (roll),3,12000,36000,Alhaji Bello,Transfer,Main Yard,0
16/06/2026,INV7129,Blocks 6in (piece),627,349,218823,Alhaji Bello,credit,Main Yard,0
11/07/2026,INV2441,12mm Iron Rod (length),13,8500,110500,Grace Ventures,Transfer,Main Yard,0
14/05/2026,INV6277,Paint Emulsion (20L),2,28000,56000,Grace Ventures,Transfer,Ojo Branch,0
24/07/2026,INV3895,12mm Iron Rod (length),48,8500,408000,Site 12 Rehab,Cash,Main Yard,0
14/05/2026,INV8836,Paint Emulsion (20L),7,28000,196000,Site 12 Rehab,part payment,Main Yard,0
04/05/2026,INV6621,Paint Emulsion (20L),9,28000,252000,Mrs Adebayo,Transfer,Main Yard,0
19-May-2026,INV4494,Binding Wire (roll),1,12000,12000,Zenith Builders,credit,Main Yard,0
07/05/2026,INV6358,16mm Iron Rod (length),27,14500,391500,Site 4 Contractors,Part Payment,Ojo Branch,0
20/05/2026,INV6865, NAILS 3IN (KG) ,21,1800,37800,Site 12 Rehab,part payment,Main Yard,0
28/05/2026,INV8768,16mm Iron Rod (length),56,13318,745808,Kola & Sons,part payment,Main Yard,0
02-May-2026,INV7834,Paint Emulsion (20L),2,28000,56000,Alhaji Bello,Credit,Ikorodu Branch,26034
26/05/2026,INV9058,Stepping Tiles (carton),32,"N7,500",240000,Kola & Sons,Transfer,Main Yard,0
23/05/2026,INV5723,Dangote Cement (bag),131,8934,1170354,Chief Nwosu,Part Payment,Main Yard,0
27/07/2026,INV4936,Blocks 9in (piece),745,419,312155,Site 12 Rehab,Cash,Main Yard,0
08/07/2026,INV5387,Nails 3in (kg),38,1584,60192,Walk-in,credit,Ojo Branch,18271
10/06/2026,INV1951,Granite 3/4 (trip),2,"N145,000",290000,Mrs Adebayo,transfer,Main Yard,0
18/05/2026,INV5667,16mm Iron Rod (length),36,14500,522000,Zenith Builders,Transfer,Ojo Branch,0
01/05/2026,INV8925,Stepping Tiles (carton),39,7500,292500,Eng. Okafor,credit,Main Yard,0
27-Jul-2026,INV9370,Blocks 9in (piece),531,450,238950,Alhaji Bello,Part Payment,Ojo Branch,0
29/06/2026,INV9248,Granite 3/4 (trip),3,131994,395982,Zenith Builders,Transfer,Ojo Branch,150892
2026-06-19,INV3397,BUA Cement (bag),175,8741,1529675,Site 12 Rehab,pos,Ikorodu Branch,540466
10/06/2026,INV8045,Blocks 9in (piece),651,403,262353,Mrs Adebayo,transfer,Main Yard,0
15/05/2026,INV4407,Paint Emulsion (20L),1,28000,28000,Eng. Okafor,Cash,Main Yard,12562
21/05/2026,INV6453,Granite 3/4 (trip),1,145000,145000,Chief Nwosu,part payment,Ikorodu Branch,0
16/06/2026,INV1602,Granite 3/4 (trip),1,145000,145000,Zenith Builders,POS,Main Yard,0
04/07/2026,INV1386,Aluminium Roofing (m2),139,6117,850263,Zenith Builders,credit,Main Yard,294236
2026-06-08,INV9928, PAINT EMULSION (20L) ,14,26017,364238,Mrs Adebayo,Part Payment,Ojo Branch,182029
18/05/2026,INV3551,Nails 3in (kg),6,1800,10800,Walk-in,cash,Ojo Branch,0
2026-06-24,INV6694,BUA Cement (bag),110,9200,1012000,Walk-in,Transfer,Main Yard,445235
18/05/2026,INV3810,16mm Iron Rod (length),49,13003,637147,Grace Ventures,transfer,Main Yard,0
04-May-2026,INV7782,Granite 3/4 (trip),2,145000,290000,Site 12 Rehab,Credit,Main Yard,0
02/07/2026,INV1142,Blocks 6in (piece),773,336,259728,Eng. Okafor,Transfer,Main Yard,136195
05-Jul-2026,INV6068, DANGOTE CEMENT (BAG) ,22,9500,209000,Zenith Builders,transfer,Main Yard,0
17/07/2026,INV7202,Aluminium Roofing (m2),146,6479,945934,Site 4 Contractors,transfer,Main Yard,0
15-May-2026,INV9394,10mm Iron Rod (length),19,6200,117800,Grace Ventures,transfer,Main Yard,0
07/07/2026,INV1978, PAINT EMULSION (20L) ,14,25610,358540,Site 12 Rehab,part payment,Main Yard,0
06/06/2026,INV9432, ALUMINIUM ROOFING (M2) ,130,6039,785070,Eng. Okafor,Cash,Main Yard,0
20/07/2026,INV2010,Blocks 6in (piece),736,357,262752,Alhaji Bello,Cash,Ikorodu Branch,0
29/06/2026,INV1215,Binding Wire (roll),9,11370,102330,Grace Ventures,transfer,Main Yard,0
25/06/2026,INV9521,Aluminium Roofing (m2),30,6800,204000,Site 4 Contractors,Credit,Main Yard,100555
28/07/2026,INV2699,10mm Iron Rod (length),80,5591,447280,Walk-in,credit,Ikorodu Branch,0
08/06/2026,INV7683,Dangote Cement (bag),41,9500,389500,Grace Ventures,Transfer,Main Yard,90253
21/05/2026,INV9284,Binding Wire (roll),6,12000,72000,Walk-in,Cash,Main Yard,0
06/05/2026,INV9320,Paint Emulsion (20L),6,28000,168000,Site 12 Rehab,pos,Main Yard,0
23/07/2026,INV6867,12mm Iron Rod (length),50,8500,425000,Zenith Builders,pos,Main Yard,0
18-May-2026,INV2177,Stepping Tiles (carton),39,7500,292500,Mrs Adebayo,POS,Main Yard,0
25/07/2026,INV6209,Blocks 9in (piece),431,N450,193950,Site 12 Rehab,pos,Main Yard,0
18/07/2026,INV7204,Sharp Sand (trip),1,85000,85000,Mrs Adebayo,POS,Main Yard,33414
23/07/2026,INV5785,Blocks 9in (piece),220,450,99000,Kola & Sons,part payment,Main Yard,0
14/05/2026,INV4153,Binding Wire (roll),8,11497,91976,Zenith Builders,Cash,Main Yard,0
01/06/2026,INV1247,BUA Cement (bag),117,9200,1076400,Grace Ventures,pos,Ojo Branch,0
14/05/2026,INV7298,10mm Iron Rod (length),90,5895,530550,Walk-in,transfer,Ikorodu Branch,0
26/05/2026,INV6936,10mm Iron Rod (length),47,6200,291400,Walk-in,Cash,Ojo Branch,0
04/05/2026,INV9771,PVC Pipe 4in (length),12,4200,50400,Walk-in,Transfer,Main Yard,0
04/05/2026,INV8451,PVC Pipe 4in (length),41,3702,151782,Zenith Builders,Cash,Main Yard,0
07/07/2026,INV9947,Stepping Tiles (carton),12,7500,90000,Site 4 Contractors,Transfer,Main Yard,0
19/05/2026,INV5927,Dangote Cement (bag),113,9500,1073500,Site 12 Rehab,transfer,Ojo Branch,0
29/05/2026,INV4191,Nails 3in (kg),16,1800,28800,Walk-in,transfer,Main Yard,6171
01/06/2026,INV8858, BLOCKS 6IN (PIECE) ,384,380,145920,Chief Nwosu,Part Payment,Ojo Branch,0
01/06/2026,INV2973,Nails 3in (kg),36,1718,61848,Kola & Sons,Cash,Main Yard,0
02/07/2026,INV9789,Stepping Tiles (carton),43,6844,294292,Site 12 Rehab,pos,Ikorodu Branch,0
30-Jun-2026,INV5378,Blocks 9in (piece),434,450,195300,Site 12 Rehab,part payment,Main Yard,0
02/06/2026,INV7530,Paint Emulsion (20L),5,28000,140000,Chief Nwosu,credit,Main Yard,0
30/05/2026,INV9470,Aluminium Roofing (m2),92,6800,625600,Eng. Okafor,pos,Main Yard,0
27/07/2026,INV4199,Sharp Sand (trip),3,79590,238770,Alhaji Bello,Transfer,Ikorodu Branch,0
16/07/2026,INV3134,Binding Wire (roll),8,10727,85816,Grace Ventures,transfer,Main Yard,0
16/06/2026,INV9380,Blocks 6in (piece),724,344,249056,Kola & Sons,credit,Ojo Branch,0
21/05/2026,INV2176,BUA Cement (bag),157,8788,1379716,Alhaji Bello,Transfer,Ikorodu Branch,0
28/07/2026,INV8770, STEPPING TILES (CARTON) ,44,6958,306152,Site 12 Rehab,POS,Main Yard,0
01/05/2026,INV5087,10mm Iron Rod (length),34,6200,210800,Eng. Okafor,POS,Main Yard,0
07/05/2026,INV3939,BUA Cement (bag),87,9200,800400,Grace Ventures,,,0
13/06/2026,INV3310,Nails 3in (kg),23,1800,41400,Alhaji Bello,pos,Ikorodu Branch,0
30-May-2026,INV8960,16mm Iron Rod (length),57,13248,755136,Walk-in,Transfer,Main Yard,0
18/07/2026,INV5176,Blocks 9in (piece),377,450,169650,Walk-in,Cash,Main Yard,0
06/07/2026,INV7125,12mm Iron Rod (length),21,8500,178500,Grace Ventures,Part Payment,Main Yard,0
14-Jul-2026,INV7395,Dangote Cement (bag),181,8783,1589723,Alhaji Bello,transfer,Ojo Branch,0
06/05/2026,INV5228,Nails 3in (kg),18,1800,32400,Eng. Okafor,,,0
20/06/2026,INV6824,Aluminium Roofing (m2),77,6800,523600,Kola & Sons,pos,Main Yard,152517
30/05/2026,INV2204,10mm Iron Rod (length),58,6200,359600,Eng. Okafor,Credit,Ikorodu Branch,0
15/05/2026,INV3051,12mm Iron Rod (length),39,8500,331500,Chief Nwosu,part payment,Main Yard,0
05/06/2026,INV3202,Stepping Tiles (carton),38,7500,285000,Walk-in,POS,Main Yard,107194
29/05/2026,INV6986,Aluminium Roofing (m2),53,6800,360400,Zenith Builders,Transfer,Ojo Branch,0
17/07/2026,INV3554,Blocks 9in (piece),291,450,130950,Eng. Okafor,POS,Main Yard,0
09/06/2026,INV2957, BINDING WIRE (ROLL) ,10,10710,107100,Chief Nwosu,pos,Main Yard,0
11/07/2026,INV6060, BLOCKS 9IN (PIECE) ,113,450,50850,Zenith Builders,credit,Ojo Branch,0
15/05/2026,INV8900,10mm Iron Rod (length),46,6200,285200,Site 12 Rehab,part payment,Ikorodu Branch,64384
29/07/2026,INV4127,PVC Pipe 4in (length),36,3960,142560,Chief Nwosu,cash,Main Yard,0
24/06/2026,INV7071,Stepping Tiles (carton),34,"N7,500",255000,Mrs Adebayo,Transfer,Ikorodu Branch,82773
28/05/2026,INV7425,Paint Emulsion (20L),1,28000,28000,Zenith Builders,cash,Main Yard,0
22/07/2026,INV7722,Blocks 6in (piece),422,380,160360,Site 4 Contractors,Part Payment,Ikorodu Branch,0
12/05/2026,INV1819,PVC Pipe 4in (length),20,4200,84000,Zenith Builders,Part Payment,Main Yard,0
2026-05-19,INV9033, 10MM IRON ROD (LENGTH) ,87,5596,486852,Chief Nwosu,Transfer,Ikorodu Branch,163591
23-Jul-2026,INV4825,12mm Iron Rod (length),39,8500,331500,Zenith Builders,Credit,Ojo Branch,0
21/05/2026,INV1244,Binding Wire (roll),4,12000,48000,Mrs Adebayo,part payment,Main Yard,0
13/05/2026,INV9252,Stepping Tiles (carton),41,7500,307500,Zenith Builders,transfer,Main Yard,83420
08-May-2026,INV6102,Aluminium Roofing (m2),146,6069,886074,Kola & Sons,Transfer,Ikorodu Branch,0
23/05/2026,INV1052,Binding Wire (roll),5,12000,60000,Site 12 Rehab,Transfer,Ojo Branch,0
25-May-2026,INV7410, NAILS 3IN (KG) ,18,1800,32400,Walk-in,Part Payment,Ikorodu Branch,0
10/07/2026,INV1824,Nails 3in (kg),16,1800,28800,Chief Nwosu,Cash,Main Yard,0
14/07/2026,INV2263,Blocks 9in (piece),200,450,90000,Walk-in,Cash,Main Yard,0
15/06/2026,INV6448,Blocks 9in (piece),559,404,225836,Mrs Adebayo,transfer,Ikorodu Branch,0
30/06/2026,INV7662,Paint Emulsion (20L),15,25125,376875,Grace Ventures,pos,Ojo Branch,0
23/07/2026,INV8326, ALUMINIUM ROOFING (M2) ,54,6800,367200,Site 12 Rehab,part payment,Ojo Branch,0
29/06/2026,INV4865,Granite 3/4 (trip),3,137332,411996,Kola & Sons,Part Payment,Main Yard,125169
08/05/2026,INV8321,10mm Iron Rod (length),77,"N5,689",438053,Site 4 Contractors,Transfer,Main Yard,0
24/07/2026,INV5983,Aluminium Roofing (m2),90,6800,612000,Site 12 Rehab,Credit,Main Yard,0
09/07/2026,INV3471,Blocks 6in (piece),345,380,131100,Kola & Sons,cash,Ikorodu Branch,0
16/07/2026,INV1422,Granite 3/4 (trip),2,145000,290000,Mrs Adebayo,part payment,Main Yard,0
01/05/2026,INV1487, BINDING WIRE (ROLL) ,4,12000,48000,Site 4 Contractors,credit,Main Yard,0
13/05/2026,INV8136,Blocks 6in (piece),269,380,102220,Grace Ventures,POS,Main Yard,0
08-May-2026,INV8678,Aluminium Roofing (m2),44,6800,299200,Chief Nwosu,POS,Ikorodu Branch,0
16/05/2026,INV6714,Blocks 9in (piece),450,450,202500,Site 12 Rehab,transfer,Ojo Branch,0
2026-07-24,INV6379,12mm Iron Rod (length),6,8500,51000,Zenith Builders,cash,Ojo Branch,0
04/06/2026,INV1233,16mm Iron Rod (length),41,13375,548375,Kola & Sons,part payment,Main Yard,0
04-May-2026,INV3692,Granite 3/4 (trip),3,134081,402243,Site 12 Rehab,,,0
28/05/2026,INV9774,PVC Pipe 4in (length),38,3752,142576,Kola & Sons,cash,Ojo Branch,0
26/06/2026,INV7780,Dangote Cement (bag),92,9500,874000,Site 12 Rehab,Credit,Ojo Branch,0
29-May-2026,INV7108,Nails 3in (kg),27,1800,48600,Walk-in,credit,Ikorodu Branch,0
20/05/2026,INV1739,16mm Iron Rod (length),45,"N13,063",587835,Site 4 Contractors,part payment,Ojo Branch,0
13/05/2026,INV8346,16mm Iron Rod (length),43,13885,597055,Eng. Okafor,Part Payment,Main Yard,0
25/06/2026,INV9307,Binding Wire (roll),2,12000,24000,Chief Nwosu,Cash,Ojo Branch,0
07/05/2026,INV5611,12mm Iron Rod (length),16,8500,136000,Mrs Adebayo,POS,Main Yard,0
16/06/2026,INV8942, BLOCKS 6IN (PIECE) ,263,380,99940,Eng. Okafor,Credit,Main Yard,0
03/06/2026,INV5825,Paint Emulsion (20L),11,25720,282920,Alhaji Bello,cash,Main Yard,0
06/05/2026,INV1739,Blocks 6in (piece),760,336,255360,Eng. Okafor,credit,Ojo Branch,0
03/07/2026,INV2970, BLOCKS 6IN (PIECE) ,430,380,163400,Kola & Sons,pos,Main Yard,0
16/05/2026,INV8655,BUA Cement (bag),199,8603,1711997,Kola & Sons,POS,Main Yard,0
05/05/2026,INV9826,BUA Cement (bag),135,8164,1102140,Kola & Sons,part payment,Main Yard,0
02/05/2026,INV8059,Binding Wire (roll),7,11199,78393,Mrs Adebayo,Cash,Ojo Branch,0
07/05/2026,INV8077,Binding Wire (roll),2,12000,24000,Grace Ventures,Credit,Main Yard,0
04/06/2026,INV7205,PVC Pipe 4in (length),9,4200,37800,Kola & Sons,Credit,Main Yard,14246
09-May-2026,INV7323,Blocks 6in (piece),251,380,95380,Kola & Sons,pos,Main Yard,0
25/07/2026,INV8758,Blocks 9in (piece),538,450,242100,Site 4 Contractors,cash,Main Yard,0
16/05/2026,INV6645,Dangote Cement (bag),64,9500,608000,Kola & Sons,POS,Ikorodu Branch,0
12/06/2026,INV4034,16mm Iron Rod (length),34,14500,493000,Eng. Okafor,Cash,Main Yard,0
04/07/2026,INV6398,Sharp Sand (trip),1,85000,85000,Alhaji Bello,Cash,Main Yard,0
27/06/2026,INV1699,BUA Cement (bag),62,9200,570400,Site 4 Contractors,POS,Main Yard,0
24/06/2026,INV5787,16mm Iron Rod (length),13,"N14,500",188500,Chief Nwosu,pos,Main Yard,0
02/06/2026,INV7975,Binding Wire (roll),1,12000,12000,Mrs Adebayo,Part Payment,Main Yard,3474
07/07/2026,INV6834,Aluminium Roofing (m2),70,6800,476000,Mrs Adebayo,transfer,Main Yard,195316
07/07/2026,INV3525, DANGOTE CEMENT (BAG) ,165,8559,1412235,Alhaji Bello,cash,Main Yard,0
01/05/2026,INV2933,Dangote Cement (bag),114,9500,1083000,Site 4 Contractors,transfer,Main Yard,0
06/05/2026,INV6056,16mm Iron Rod (length),35,14500,507500,Chief Nwosu,Part Payment,Main Yard,0
01/06/2026,INV2593,PVC Pipe 4in (length),10,4200,42000,Eng. Okafor,credit,Ikorodu Branch,25064
09/05/2026,INV5007,PVC Pipe 4in (length),47,3762,176814,Kola & Sons,Part Payment,Main Yard,97071
02/07/2026,INV8065, SHARP SAND (TRIP) ,1,85000,85000,Site 12 Rehab,Cash,Main Yard,0
16/05/2026,INV1527,Aluminium Roofing (m2),30,6800,204000,Grace Ventures,Credit,Main Yard,0
22/07/2026,INV5220,Blocks 6in (piece),462,380,175560,Walk-in,Cash,Main Yard,0
